SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,SQ8,SQ9,SQ10,SQ11,SQ12,SQ13,SQ14,SQ15,SQ16,SQ17,SQ18,SQ19,SQ20,SQ21,SQ22,SQ23,SQ24,SQ25,SQ26,SQ27,SQ28,SQ29,SQ30,SQ31,SQ32,SQ33,SQ34,SQ35,SQ36,SQ37,SQ38,SQ39,SQ40,SQ41,SQ42,SQ43,SQ44,SQ45,SQ46,SQ47,SQ48,SQ49,SQ50,SQ51,SQ52,SQ53,SQ54,SQ55,SQ56,SQ57,SQ58,SQ59,SQ60,SQ61,SQ62,SQ63,SQ64,SQ65,SQ66,SQ67,SQ68
LinkedIn Digital Ads,2022-08-10 18:24:51 UTC,Woman,Black or African American,60626 (Chicago),,60626,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation",Entry-level - 1-3 years,Agree,Every year,No,No,Agree,Agree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,A promotion,No,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f3f7f36f4643c68109d219,,,,,,mobile
LinkedIn Digital Ads,2022-08-10 18:57:00 UTC,Woman,Black or African American,60622 (Chicago),,60622,,Work full-time,I am a parent or caretaker of children.,"2-year college degree (Associate degree), 4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,I am currently positioned where title is okay but pay is equal to a glorified internship. However I'm getting my masters and plan to take what I learn to advance my own future plan.,Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Neutral / Neither agree nor disagree,Agree,Agree,Agree,Strongly Disagree,Neutral / Neither agree nor disagree,A promotion,I don't know.,41-50,Neutral / Neither agree nor disagree,"Low deductibles, Dependent coverage, Diverse options for PPO plans",We all work remotely.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f3ff7ce8f2a412450e08b0,,,,,,mobile
LinkedIn Digital Ads,2022-08-10 21:36:38 UTC,Woman,White or Caucasian,60013 (Cary),,60013,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), Vocational training / Certificate program",No,Senior Product Manager,,,"A year from now, I plan to stay in this role",,,,,,,Years of Experience in the role,Mid-career - 11-20 years,Neutral / Neither agree nor disagree,Every 4 years or more,Yes,No,Agree,Disagree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,Switching from one company to another,Yes,41-50,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Dependent coverage, Diverse options for PPO plans",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f424e6d3b277d8e00d082f,,,,,,mobile
LinkedIn Digital Ads,2022-08-11 14:32:11 UTC,Woman,Black or African American,60610 (Chicago),,60610,,Work full-time,None of the above,"Post-graduate degree (Master’s degree or equivalent), 4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,IT Project Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Advancement in your role, Management support, Compensation",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Neutral / Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,Switching from one company to another,No,31-40,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f512eb19ccd10678096501,,,,,,mobile
LinkedIn Digital Ads,2022-08-11 15:31:49 UTC,Woman,White or Caucasian,60201 (Evanston),,60201,,MBA student,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,Software Developer,,,I plan to exit this role in 12 months or less,,,,,,,Compensation,Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,Every 2 years,No,No,Disagree,Strongly Disagree,Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Strongly Disagree,A promotion,No,31-40,Agree,"Diverse options for PPO plans, That I have insurance at all, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f520e53940265a590e882f,,,,,,mobile
LinkedIn Digital Ads,2022-08-11 19:22:46 UTC,Woman,Black or African American,60605 (Chicago),,60605,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Compensation, Representation of people in my race, Advancement in your role",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,No,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,A raise,No,31-40,Agree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,LinkedIn,five,62f5570698ad55ecd1059c7a,,,,,,desktop
LinkedIn Digital Ads,2022-08-12 18:33:38 UTC,Woman,White or Caucasian,60201 (Evanston),,60201,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent)",No,Computer & Information Research Scientist,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Management support, Compensation, Representation of people in my gender",Mid-career - 11-20 years,Disagree,I have not been promoted.,No,No,Agree,Agree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A raise,Yes,31-40,Strongly Agree,"Dependent coverage, Low deductibles, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f69d02ece2a0afb202c373,,,,,,desktop
LinkedIn Digital Ads,2022-08-15 01:27:45 UTC,Woman,Asian or Pacific Islander,60148 (Lombard),,60148,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Self-taught, Taught on the job",No,Data Analyst,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,Every year,Yes,Yes,Disagree,Disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Strongly Disagree,Strongly Disagree,A bonus,No,41-50,Neutral / Neither agree nor disagree,"Diverse options for PPO plans, Having 100% of my plan covered by my employer each month, Low deductibles",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f9a111fbed60843c04fc18,,,,,,desktop
Out In Tech Chicago,2022-07-20 18:01:06 UTC,Woman,Native American or Alaskan Native,60647 (Chicago),,60647,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Visual Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Representation of people in my race, Representation of people in my gender",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,No,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Switching from one company to another,No,41-50,Disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles, Spousal coverage",We all work remotely.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62d842e2efd342694a13e827,,,,,,desktop
Out In Tech Chicago,2022-07-22 14:48:26 UTC,Woman,White or Caucasian,60634 (Chicago),,60634,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Post-graduate degree (Master’s degree or equivalent), Self-taught, Taught on the job",No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Management support, Compensation",Intermediate level - 5-10 years,Disagree,I have not been promoted.,Yes,No,Neutral / Neither agree nor disagree,Strongly Disagree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A raise,No,31-40,Agree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Word of Mouth,five,62dab8ba3ccbf9137155b2a3,,,,,,desktop
Out In Tech Chicago,2022-07-25 18:16:27 UTC,Woman,White or Caucasian,60647 (Chicago),,60647,,Work full-time,I am a caretaker of adults.,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp, High school or below",No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Management support, Compensation, Advancement in your role",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Disagree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,Switching from one company to another,No,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles, Low Copays and prescription costs",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Out in Tech Slack,five,62deddfbc3c876197e6b1b60,,,,,,desktop
Muslim Women in Tech,2022-06-01 04:46:43 UTC,Woman,Asian or Pacific Islander,60107 (Streamwood),,60107,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Product Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A promotion,No,41-50,Disagree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,6296ef330bdf0138da7bd00d,,,,,,desktop
Muslim Women in Tech,2022-06-01 04:49:56 UTC,Woman,Multiracial or Biracial,60607 (Chicago),,60607,,Work full-time,I am a parent or caretaker of children.,2-year college degree (Associate degree),No,Computer support specialist,,,I plan to exit technology in 12 months or less,Equitable opportunities for parents,Point person to resolve conflicts at work,Yes,,,,,Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,Every 4 years or more,Yes,No,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Agree,Agree,Neutral / Neither agree nor disagree,Agree,A bonus,I don't know.,51-60,Agree,"Diverse options for PPO plans, Coverage for people living with disabilities, That I have insurance at all",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Word of Mouth,five,6296eff47795da436507cf5a,,,,,,desktop
Muslim Women in Tech,2022-06-01 04:53:09 UTC,Woman,Asian or Pacific Islander,60103 (Bartlett),,60103,,Work freelance/Independent contractor/Consultant,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent)",No,User Experience Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Representation of people in my race, Compensation",Mid-career - 11-20 years,Agree,Every 2 years,Yes,Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,A promotion,No,61-70,Agree,That I have insurance at all,We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,GET Cities,five,6296f0b554f42b12171d3286,,,,,,desktop
Muslim Women in Tech,2022-06-01 14:35:41 UTC,Woman,Asian or Pacific Islander,60126 (Elmhurst),,60126,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role, Inclusion at your workplace, Management support",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,Every 2 years,Yes,No,Neutral / Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,A promotion,No,41-50,Agree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Safa Shameem,five,6297793d74cae40b875bb598,,,,,,mobile
Muslim Women in Tech,2022-06-01 14:40:58 UTC,Woman,Asian or Pacific Islander,60194 (Schaumburg),,60194,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent)",No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Compensation, Representation of people in my race, Advancement in your role, Representation of people in my gender",Entry-level - 1-3 years,Agree,Every 2 years,Yes,No,Agree,Disagree,Agree,Agree,Agree,Disagree,A promotion,No,51-60,Agree,"Low Copays and prescription costs, That I have insurance at all, Having 100% of my plan covered by my employer each month",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62977a7a2524b63a3b1e8227,,,,,,mobile
SWE Chicago,2022-05-16 16:27:31 UTC,Woman,White or Caucasian,60804 (Cicero),,60804,,Work full-time,"I am a parent or caretaker of children., I am a caretaker of adults.",4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation, Representation of people in my gender",Senior-level - 20+ years,Agree,Every 2 years,Yes,No,Neutral / Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Switching from one company to another,Yes,51-60,Disagree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Dependent coverage",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,SWE,five,62827b736303611770047560,Society of Women Engineers Chicago Regional Section,email,789b1a72a6-EMAIL_CAMPAIGN_2021_03_20_04_44_COPY_01,0_e2b37606fd-789b1a72a6-1323193884,,mobile
SWE Chicago,2022-05-17 02:18:24 UTC,Woman,Black or African American,60012 (Crystal Lake),,60012,,Work full-time,I am a parent or caretaker of children.,4-year University or College degree (Bachelor’s degree or equivalent),No,Computer Systems Analyst,,,I plan to exit technology in 12 months or less,"Management support, Representation of people in my race",Point person to resolve conflicts at work,Yes,,,,,Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,Every 3 years,Yes,Yes,Agree,Agree,Neutral / Neither agree nor disagree,Agree,Agree,Neutral / Neither agree nor disagree,A bonus,No,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,628305f0326f0b021c6e0482,,,,,,desktop
